#scalar perturbations for mode k = 1.000000000000e-01 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_ur              14:theta_ur              15:shear_ur              16:delta_cdm             17:theta_cdm             18:vx_smg                19:vx_prime_smg          20:h_prime               21:eta                
       9.042644600575e+01       2.274910889270e-04       1.883717629606e+00      -8.609321337181e-02      -3.850008453916e-03      -9.715742198923e-03      -2.427557243207e-05      -1.943252083029e-03       1.411912055334e+00      -8.615337635987e-02       8.060008165327e-02       7.595599870344e-02      -5.435799343857e-01      -1.119758965297e-02      -2.048789580061e-01      -1.010858701131e+01       9.926122310960e-02       8.450298947476e-06       1.702557878823e-07       2.170217463317e-01       2.013560126159e-01 
       9.123613804564e+01       2.298207172883e-04       1.970432990244e+00      -8.192072827600e-02      -3.743735594260e-03      -9.463782660472e-03      -2.414793025903e-05      -1.892861812970e-03       1.476999900003e+00      -8.198736377979e-02       7.922093080141e-02       7.495864699498e-02      -5.361159538371e-01      -1.003774437703e-02      -1.917075691113e-01      -1.019180328836e+01       9.889871723183e-02       8.588251258047e-06       1.704935239965e-07       2.155488221038e-01       1.989102481621e-01 
       9.204583008554e+01       2.321555398048e-04       2.052871694426e+00      -7.762169230368e-02      -3.625067280796e-03      -9.181501940025e-03      -2.392301094633e-05      -1.836406887464e-03       1.538885548709e+00      -7.769493536949e-02       7.793241403648e-02       7.403551757526e-02      -5.295517433442e-01      -8.980689830798e-03      -1.786613619339e-01      -1.027450368063e+01       9.853703830506e-02       8.726388338811e-06       1.707123521939e-07       2.140976037138e-01       1.965640589729e-01 
       9.285552212544e+01       2.344955564766e-04       2.130890458541e+00      -7.320365944498e-02      -3.493863529615e-03      -8.868541529869e-03      -2.359469257985e-05      -1.773815551526e-03       1.597461642154e+00      -7.328363030796e-02       7.673216239062e-02       7.318392955966e-02      -5.237871284786e-01      -8.026207900212e-03      -1.657895479163e-01      -1.035669711151e+01       9.817670495713e-02       8.864695296048e-06       1.709132984265e-07       2.126689887008e-01       1.943147482985e-01 
       9.366521416533e+01       2.368407673035e-04       2.204354417858e+00      -6.867440440077e-02      -3.350013013846e-03      -8.524611534310e-03      -2.315683911533e-05      -1.705029769651e-03       1.652627122812e+00      -6.876120745540e-02       7.561776438089e-02       7.240124232221e-02      -5.187223232157e-01      -7.173506876678e-03      -1.531395044601e-01      -1.043839279517e+01       9.781821747795e-02       9.003158063755e-06       1.710973856884e-07       2.112638160320e-01       1.921596397154e-01 
       9.447490620523e+01       2.391911722857e-04       2.273137394762e+00      -6.404190884062e-02      -3.193434216275e-03      -8.149493358222e-03      -2.260332431333e-05      -1.630005763576e-03       1.704287435227e+00      -6.413563157109e-02       7.458677249478e-02       7.168485892541e-02      -5.142585132803e-01      -6.421238196685e-03      -1.407565573633e-01      -1.051960021234e+01       9.746205605359e-02       9.141763402669e-06       1.712656308807e-07       2.098828653449e-01       1.900960798787e-01 
       9.532662367036e+01       2.416691758173e-04       2.340310075016e+00      -5.906652757852e-02      -3.014936711618e-03      -7.721089005843e-03      -2.188956749075e-05      -1.544323800138e-03       1.754749897451e+00      -5.916760382619e-02       7.358955793488e-02       7.100004667732e-02      -5.101048898609e-01      -5.736233151141e-03      -1.280663932064e-01      -1.060450628238e+01       9.709042540994e-02       9.287703012665e-06       1.714266204035e-07       2.084571738178e-01       1.880213302437e-01 
       9.617834113549e+01       2.441529266809e-04       2.402047959194e+00      -5.399566700658e-02      -2.822277782113e-03      -7.257936739131e-03      -2.103405810025e-05      -1.451691458816e-03       1.801142550715e+00      -5.410415165549e-02       7.267896974005e-02       7.038286090609e-02      -5.063980561237e-01      -5.157456137409e-03      -1.157666006833e-01      -1.068889444509e+01       9.672239240492e-02       9.433773165406e-06       1.715723645443e-07       2.070598612789e-01       1.860419469357e-01 
       9.703005860062e+01       2.466424248766e-04       2.458236799209e+00      -4.883922967148e-02      -2.615475500770e-03      -6.760053024760e-03      -2.002986145187e-05      -1.352111954003e-03       1.843379745882e+00      -4.895515433457e-02       7.185206315052e-02       6.983044578813e-02      -5.030306701617e-01      -4.681503500505e-03      -1.039011633020e-01      -1.077277654252e+01       9.635844654419e-02       9.579961369267e-06       1.717040190929e-07       2.056916390858e-01       1.841549416401e-01 
       9.788177606576e+01       2.491376704044e-04       2.508773931083e+00      -4.360728304271e-02      -2.394588589496e-03      -6.227551697871e-03      -1.887017374928e-05      -1.245607970571e-03       1.881384501555e+00      -4.373065485530e-02       7.110587267153e-02       6.934000589664e-02      -4.998993432573e-01      -4.304412264270e-03      -9.251064160162e-02      -1.085616464201e+01       9.599905360268e-02       9.726256111889e-06       1.718227282501e-07       2.043531557221e-01       1.823573651864e-01 
       9.873349353089e+01       2.516386632642e-04       2.553568456962e+00      -3.831003756293e-02      -2.159717252095e-03      -5.660646051498e-03      -1.754835599008e-05      -1.132222081910e-03       1.915088639610e+00      -3.844083808916e-02       7.043741864078e-02       6.890880790536e-02      -4.969052402434e-01      -4.021699619228e-03      -8.163199640831e-02      -1.093907101093e+01       9.564465499617e-02       9.872646850038e-06       1.719296232649e-07       2.030449978194e-01       1.806463095517e-01 
       9.958521099602e+01       2.541454034561e-04       2.592541392875e+00      -3.295782273126e-02      -1.911003884795e-03      -5.059650540750e-03      -1.605796652367e-05      -1.012017090913e-03       1.944432895092e+00      -3.309600689292e-02       6.984371218917e-02       6.853418066451e-02      -4.939546423164e-01      -3.828403377327e-03      -7.129843559050e-02      -1.102150809626e+01       9.529566896509e-02       1.001912399814e-05       1.720258211313e-07       2.017676939609e-01       1.790189096055e-01 
       1.004369284612e+02       2.566578909801e-04       2.625625798238e+00      -2.756106546610e-02      -1.648633714937e-03      -4.424982276776e-03      -1.439279410033e-05      -8.850763289252e-04       1.969367012429e+00      -2.770656045228e-02       6.932176217026e-02       6.821351699867e-02      -4.909594587575e-01      -3.719127534765e-03      -6.153928387917e-02      -1.110348849887e+01       9.495248920110e-02       1.016567891588e-05       1.721124242409e-07       2.005217143176e-01       1.774723445968e-01 
       1.012886459263e+02       2.591761258362e-04       2.652766869382e+00      -2.213026527111e-02      -1.372835363933e-03      -3.757162293267e-03      -1.254689907368e-05      -7.515039093233e-04       1.989849814704e+00      -2.228296956182e-02       6.886857943269e-02       6.794427292974e-02      -4.878376994869e-01      -3.688086806233e-03      -5.237987717868e-02      -1.118502495567e+01       9.461548658363e-02       1.031230389499e-05       1.721905188689e-07       1.993074751978e-01       1.760038394110e-01 
       1.021403633914e+02       2.617001080243e-04       2.673922014630e+00      -1.667597236414e-02      -1.083881226912e-03      -3.056816570228e-03      -1.051464914177e-05      -6.114249325298e-04       2.005849259159e+00      -1.683575486123e-02       6.848118322263e-02       6.772396881802e-02      -4.845138853869e-01      -3.729155643822e-03      -4.384148273866e-02      -1.126613031614e+01       9.428500809670e-02       1.045899214535e-05       1.722611745690e-07       1.981253389453e-01       1.746106655871e-01 
       1.027950710672e+02       2.636441777602e-04       2.686095142721e+00      -1.247397257334e-02      -8.530185457640e-04      -2.496811551111e-03      -8.822462620534e-06      -4.994153516429e-04       2.015085467328e+00      -1.263908782250e-02       6.822625361934e-02       6.758637379686e-02      -4.817782234356e-01      -3.805724018741e-03      -3.771116075957e-02      -1.132819035365e+01       9.403561135230e-02       1.057178939153e-05       1.723110910302e-07       1.972386616259e-01       1.735892708174e-01 
       1.034497787430e+02       2.655916435147e-04       2.694704248491e+00      -8.269148273644e-03      -6.147299074009e-04      -1.918392674934e-03      -7.014777573649e-06      -3.837220640189e-04       2.021652115048e+00      -8.439486631613e-03       6.800710149111e-02       6.747519619254e-02      -4.788541963806e-01      -3.918098845680e-03      -3.196411915432e-02      -1.139000921982e+01       9.379039952659e-02       1.068461821197e-05       1.723577050310e-07       1.963712600766e-01       1.726096046990e-01 
       1.041044864189e+02       2.675425052876e-04       2.699744765774e+00      -4.066301096472e-03      -3.691921816839e-04      -1.321971808625e-03      -5.089485553532e-06      -2.644273975616e-04       2.025545701188e+00      -4.241738508842e-03       6.782239362342e-02       6.738938643010e-02      -4.757160964902e-01      -4.063196334510e-03      -2.660502587830e-02      -1.145159284577e+01       9.354950266934e-02       1.079747659650e-05       1.724014808270e-07       1.955232391672e-01       1.716704856824e-01 
       1.047591940947e+02       2.694967630791e-04       2.701216401765e+00       1.297775127004e-04      -1.165977085395e-04      -7.079977366509e-04      -3.044633968452e-06      -1.416210633321e-04       2.026765920148e+00      -5.062026373756e-05       6.767080572112e-02       6.732791687194e-02      -4.723408351555e-01      -4.237874252950e-03      -2.163710406168e-02      -1.151294717997e+01       9.331304301629e-02       1.091036283712e-05       1.724428759245e-07       1.946946875627e-01       1.707707491649e-01 
       1.052710378434e+02       2.710269470864e-04       2.699883627329e+00       3.402429743582e-03       8.565937155756e-05      -2.160858762543e-04      -1.361556095392e-06      -4.322894034162e-05       2.025859644221e+00       3.218260208210e-03       6.757451445591e-02       6.729616292468e-02      -4.695236265333e-01      -4.392980744453e-03      -1.802688434834e-02      -1.156075751938e+01       9.313134607405e-02       1.099863462310e-05       1.724738709826e-07       1.940605424317e-01       1.700940322418e-01 
       1.057828815921e+02       2.725592067239e-04       2.696375618017e+00       6.665754273029e-03       2.919969887829e-04       2.860103521108e-04       3.964735974663e-07       5.720073401335e-05       2.023323847142e+00       6.477914026238e-03       6.749703933826e-02       6.727819899747e-02      -4.665403338421e-01      -4.562684431344e-03      -1.465711100507e-02      -1.160843421143e+01       9.295248270042e-02       1.108692201717e-05       1.725038983640e-07       1.934383700103e-01       1.694401428855e-01 
       1.062947253409e+02       2.740935419916e-04       2.690697658243e+00       9.917489661663e-03       5.023036538866e-04       7.980294294209e-04       2.230167488536e-06       1.596156780640e-04       2.019162438640e+00       9.726086997317e-03       6.743776175119e-02       6.727356169072e-02      -4.633833767229e-01      -4.745443358885e-03      -1.152750293873e-02      -1.165598010906e+01       9.277650151039e-02       1.117522457773e-05       1.725331680728e-07       1.928281930213e-01       1.688085463669e-01 
       1.068065690896e+02       2.756299528896e-04       2.682856603345e+00       1.315538636923e-02       7.164622087075e-04       1.319696285030e-03       4.140166610240e-06       2.639608998026e-04       2.013380502923e+00       1.296053689213e-02       6.739606789205e-02       6.728179546791e-02      -4.600461951073e-01      -4.939711958951e-03      -8.637259153382e-03      -1.170339806597e+01       9.260344840243e-02       1.126354197016e-05       1.725618877118e-07       1.922300288799e-01       1.681987143050e-01 
       1.073184128383e+02       2.771684394179e-04       2.672860870444e+00       1.637720857382e-02       9.343498575706e-04       1.850722339935e-03       6.127037634589e-06       3.701787055001e-04       2.005984291778e+00       1.617903524816e-02       6.737134908774e-02       6.730245258222e-02      -4.565232516889e-01      -5.143945236745e-03      -5.985066402495e-03      -1.175069093535e+01       9.243336658957e-02       1.135187396535e-05       1.725902614962e-07       1.916438898243e-01       1.676101246543e-01 
